timestamp,username,message
2025-11-02 15:13:24,@Boyter_507,ae mending suren aja
2025-11-02 15:13:26,@brothink007,7
2025-11-02 15:13:26,@dianiagustiani0108,7
2025-11-02 15:13:26,@MhdRezaPratama,7
2025-11-02 15:13:26,@abdilaaah,knp ada cendy anj
2025-11-02 15:13:27,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:27,@ishmedkurniawan12,ngapain cendi jir
2025-11-02 15:13:28,@andidarmawan7291,7
2025-11-02 15:13:28,@ferlydinan11,spam vote guys
2025-11-02 15:13:28,@agungwijaya2208,gasssssss
2025-11-02 15:13:28,@RaditSukma-y6z,7u
2025-11-02 15:13:28,@saverounlimited,GOOOOOO!!!!!!! ONIC...
2025-11-02 15:13:29,@wisnunugrhaa9499,Ae wajib juara sih ini
2025-11-02 15:13:29,@MuhammadikhsanMaulana-j9i,#7
2025-11-02 15:13:29,@Akhdan30,7
2025-11-02 15:13:30,@ayayna123,ini waktunya onic bukan kita :saluting_face:
2025-11-02 15:13:30,@zarzz-w3d,7
2025-11-02 15:13:31,@andidarmawan7291,7
2025-11-02 15:13:32,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:32,@achmadkhamim-bn8iv,7
2025-11-02 15:13:33,@brothink007,7
2025-11-02 15:13:33,@dianiagustiani0108,7
2025-11-02 15:13:34,@Diki_makan,:1st_place_medal::trophy:
2025-11-02 15:13:34,@andidarmawan7291,7
2025-11-02 15:13:34,@Akhdan30,7
2025-11-02 15:13:35,@Boyter_507,it's onic time
2025-11-02 15:13:36,@TriSukawati-il6ft,serius ga ada vote nya ni min?
2025-11-02 15:13:36,@Elnino1991,DM GUA YANG PEGANG AE 2.5JT
2025-11-02 15:13:36,@xxtaufikhidayatxx,ayo aktifkan pasif ae
2025-11-02 15:13:36,@brothink007,7
2025-11-02 15:13:36,@xuryanto5008,GAK TIM GAK VIEWERS NYA HAHAA INDO INDO :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2025-11-02 15:13:37,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:39,@afdhalllive47,rrq gogo
2025-11-02 15:13:39,@ferlydinan11,biar admin kerja
2025-11-02 15:13:39,@dianiagustiani0108,7
2025-11-02 15:13:41,@RaditSukma-y6z,7
2025-11-02 15:13:41,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:42,@brothink007,7
2025-11-02 15:13:42,@Marisha-g2e,onic
2025-11-02 15:13:43,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:43,@Sanci-Pri,:squinting_face_with_tongue::backhand_index_pointing_up:
2025-11-02 15:13:44,@Vaxxzu,alterchamp
2025-11-02 15:13:46,@Ganzzzzzucihaaaaa23,7/14
2025-11-02 15:13:46,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:47,@brothink007,7
2025-11-02 15:13:47,@dianiagustiani0108,7
2025-11-02 15:13:47,@Akhdan30,7
2025-11-02 15:13:47,@dhiyaulghufran,FINAL JAM 17.30 BROOOO
2025-11-02 15:13:48,@AgasTya-d2h,7
2025-11-02 15:13:48,@Marisha-g2e,ONIC
2025-11-02 15:13:48,@andresiahaan8797,7
2025-11-02 15:13:49,@Elnino1991,MANA WOIII
2025-11-02 15:13:49,@MuhammadikhsanMaulana-j9i,gooooooo alter ego
2025-11-02 15:13:49,@Yhawc,ONIC JUARA BALASKAN KEKALAHAN EVOS
2025-11-02 15:13:50,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:50,@brothink007,7
2025-11-02 15:13:50,@ferlydinan11,VOTE
2025-11-02 15:13:51,@ChiChi-x7l,7
2025-11-02 15:13:52,@wisnunugrhaa9499,"gamau onic dah kebanyakan piala mpl , nanati onic di m7 aja"
2025-11-02 15:13:52,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:53,@ayayna123,ini waktunya onic bukan kita :saluting_face:
2025-11-02 15:13:53,@Vaxxzu,alterchamp mana suaranya
2025-11-02 15:13:54,@EpickDinara,AE JUARANYA
2025-11-02 15:13:54,@rizafahlavi,onic onic
2025-11-02 15:13:55,@brothink007,7
2025-11-02 15:13:55,@ferlydinan11,VOTE
2025-11-02 15:13:56,@dianiagustiani0108,7
2025-11-02 15:13:57,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:13:57,@Akhdan30,7
2025-11-02 15:13:58,@afdhalllive47,rrq go
2025-11-02 15:13:58,@amaulx3294,Cendy drak sistem
2025-11-02 15:13:58,@brothink007,7
2025-11-02 15:13:59,@ahmadwahyu9425,GO RRQ
2025-11-02 15:13:59,@Marisha-g2e,7
2025-11-02 15:14:00,@ferlydinan11,VOTE MIN
2025-11-02 15:14:01,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:14:01,@Dandan-97w,chip chip domino
2025-11-02 15:14:02,@saryunsyoutube,ae 3 onic 4
2025-11-02 15:14:02,@brothink007,7
2025-11-02 15:14:03,@Davidzsy,alter ego go go go
2025-11-02 15:14:04,@rizafahlavi,m
2025-11-02 15:14:05,@irwanpermana4435,semoga AE menang
2025-11-02 15:14:05,@ferlydinan11,VOTE MIN
2025-11-02 15:14:05,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:14:05,@HendraHidayatChannel,GF nta RRQ lawan mana gess?:beaming_face_with_smiling_eyes:
2025-11-02 15:14:06,@Vaxxzu,alterchamp gooo
2025-11-02 15:14:07,@brothink007,7
2025-11-02 15:14:07,@channelgeming5316,RRQ kapan main
2025-11-02 15:14:08,@hyounz9178,7
2025-11-02 15:14:08,@KevinJo-ox8ce,RRQ RAJA DARI SEGALA RAJA GOA
2025-11-02 15:14:08,@EpickDinara,AE JUARANYA
2025-11-02 15:14:09,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:14:10,@xxtaufikhidayatxx,7
2025-11-02 15:14:11,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:14:11,@brothink007,7
2025-11-02 15:14:12,@nancymoon940,Gue AE 2.5 juta
2025-11-02 15:14:12,@f3rr99,lama
2025-11-02 15:14:12,@mansyursyam6046,M7 gas
2025-11-02 15:14:14,@dhiyaulghufran,FINAL JAM 17.30 BROOOO
2025-11-02 15:14:14,@Buzz7-l6d,TLPH DIBAGI TELOR AMA RRQ .TLPH MAH TEAM EZ.ONIC MAH TIM APAAN
2025-11-02 15:14:14,@reysimanjuntak1052,P*E*P*E*Q Q*O*N*T*O*L K*O*N*G*D*O*M
2025-11-02 15:14:14,@doniisharianto412,woiiiiiiiiiiiii
2025-11-02 15:14:14,@EpickDinara,AE JUARANYA
2025-11-02 15:14:15,@ferlydinan11,ADMIN NGANTUK
2025-11-02 15:14:15,@KavTzyy,onic
2025-11-02 15:14:16,@brothink007,7
2025-11-02 15:14:16,@ahmadwahyu9425,RRQ KAPAN MAEN?
2025-11-02 15:14:17,@xuryanto5008,INDO INDO INDO :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
2025-11-02 15:14:20,@Vanszjungler,:trophy-yellow-smiling:ONIC
2025-11-02 15:14:20,@EpickDinara,AE JUARANYA
2025-11-02 15:14:20,@arrutsuman,menang ae
2025-11-02 15:14:21,@toosca,HAHAHAHAH EGGPOS KAPAN MAEN GESS????
2025-11-02 15:14:23,@brothink007,7
2025-11-02 15:14:23,@SenyukahJaya,semagat
2025-11-02 15:14:24,@BayuSaputra-dj4ho,ONIC:trophy-yellow-smiling:
2025-11-02 15:14:27,@astrolover-o9w,its onic time
2025-11-02 15:14:28,@EpickDinara,AE JUARANYA
2025-11-02 15:14:31,@GERRY563,Sini 100 JT GW PEGANG ONIC:face-blue-smiling:
2025-11-02 15:14:33,@afdhalllive47,go rrq go to the bank game
2025-11-02 15:14:34,@kar4425,67
2025-11-02 15:14:34,@hasnaumarj5757,AE GO GO GO GO GO GO
2025-11-02 15:14:34,@ferlydinan11,VOTENYA MANA MIN
2025-11-02 15:14:35,@Devinaoktaviani-z6f,ayo oniccc
2025-11-02 15:14:35,@azkiya2694,gooo AE
2025-11-02 15:14:36,@wahidihans8292,rrq badut
2025-11-02 15:14:36,@tyaa-h5o,#7
2025-11-02 15:14:36,@SahwanXmlbbSahwanXmlbb,kingdom ayam
2025-11-02 15:14:36,@dickifirmansyah9442,@adam01634 nyo..ada rekber ga?
2025-11-02 15:14:39,@hpredmi3266,onic time
2025-11-02 15:14:40,@bayutegarprakasa3408,onic kalah
2025-11-02 15:14:40,@ayayna123,ini waktunya onic bukan kita :saluting_face:
2025-11-02 15:14:40,@nancymoon940,Gue AE 2.5 juta ini serius
2025-11-02 15:14:41,@azraizadzahari6175,kiukiu
2025-11-02 15:14:42,@KevinJo-ox8ce,RRQ main jam berapa ????
2025-11-02 15:14:43,@mikamika2354,JANGAN CARI YANG GAK ADS
2025-11-02 15:14:44,@Dandan-97w,bandar QQ domino
2025-11-02 15:14:45,@HendraHidayatChannel,Grand final nya RRQ vs mana gess??:face_with_hand_over_mouth:
2025-11-02 15:14:45,@Buzz7-l6d,TLPH DIBAGI TELOR AMA RRQ .TLPH MAH TEAM EZ.ONIC MAH TIM APAAN
2025-11-02 15:14:45,@lewudayak7739,ae
2025-11-02 15:14:45,@ryaanreadmgzn4593,:yt::yt::yt::yt:
2025-11-02 15:14:46,@Vaxxzu,AE is next the champion
2025-11-02 15:14:47,@AtoMic24747,7:index_pointing_up::clown_face:
2025-11-02 15:14:47,@AhmadSyazwan-b8v,KELAMAAN ASTAGAAA
2025-11-02 15:14:47,@ferlydinan11,KAMI BUTUH VOTE
2025-11-02 15:14:47,@dickyvengeance3140,let's go alther ego
2025-11-02 15:14:48,@xrazz-j5z,go RRQ
2025-11-02 15:14:48,@RezaBarja,EVOS kapan main
2025-11-02 15:14:49,@azraizadzahari6175,kiumiu
2025-11-02 15:14:49,@EpickDinara,AE JUARANYA
2025-11-02 15:14:50,@fristakun,:face-purple-crying:
2025-11-02 15:14:50,@sulthonsalpek,RRQ TURU:sleepy_face::sleepy_face:
2025-11-02 15:14:50,@f3rr99,waktu adalah uang
2025-11-02 15:14:53,@yowesmaaf9808,hm
2025-11-02 15:14:54,@hpredmi3266,eek
2025-11-02 15:14:55,@zdnnichol,remehin AE biar juara:moai:
2025-11-02 15:14:55,@EpickDinara,AE JUARANYA
2025-11-02 15:14:55,@KavTzyy,onic
2025-11-02 15:14:56,@afdhalllive47,5 juta Ae
2025-11-02 15:14:57,@HusniMubarok-c3k,onic menang lah
2025-11-02 15:14:57,@mekaagaming,ae semangatt
2025-11-02 15:14:58,@almaarif7690,1000 juta utk AE
2025-11-02 15:14:58,@Davidzsy,ALTER EGO GO GO GO
2025-11-02 15:14:58,@azraizadzahari6175,kurumu
2025-11-02 15:14:59,@AndiAjja-jb6cp,BERANI TARUHAN 3 JUTA ONIC VS AE?
2025-11-02 15:14:59,@ayayna123,oh my kairi :loudly_crying_face::loudly_crying_face:
2025-11-02 15:14:59,@amrangamrang5055,ae go
2025-11-02 15:15:00,@FFA-DRAGON,ada kingdom yg dukung AE karna Nino ada juga yg dukung AE karna benci onic :face_with_tears_of_joy: fakta
2025-11-02 15:15:00,@rizkirinaldi6979,lest go AE
2025-11-02 15:15:00,@EpickDinara,AE JUARANYA
2025-11-02 15:15:01,@BangDIKA2923,AE JUARA
2025-11-02 15:15:01,@Andri123-rs7uv,alter ego akan mengukir sejarah
2025-11-02 15:15:03,@tyaa-h5o,this is oniccc timeee
2025-11-02 15:15:03,@KavTzyy,onic
2025-11-02 15:15:06,@afdhalllive47,gas ae 5 jt
2025-11-02 15:15:06,@lewudayak7739,onic jatuh dr langit
2025-11-02 15:15:07,@EpickDinara,AE JUARANYA
2025-11-02 15:15:07,@madagascargaming6698,udh pasti onic menang
2025-11-02 15:15:08,@f3rr99,apakah match ini mengandung beras
2025-11-02 15:15:08,@Devinaoktaviani-z6f,onic pasti menang
2025-11-02 15:15:09,@kakekmerah-e8n,gelo cendy
2025-11-02 15:15:10,@ROHAYATIRIADI,RRQ
2025-11-02 15:15:11,@RatuVelissa,rrq juara Mulu bosen jadinya
2025-11-02 15:15:11,@mawwiii19,IT'S ONIC TIME
2025-11-02 15:15:11,@ErpinZakaria,onic vs ae sejuta sinii ke wa
2025-11-02 15:15:11,@hafiznurarief9620,AE juara
2025-11-02 15:15:12,@Supeerva4official,ae gokgokgokgokgok
2025-11-02 15:15:13,@KavTzyy,onic
2025-11-02 15:15:14,@xrazz-j5z,lama banget ini mulainya
2025-11-02 15:15:14,@KevinJo-ox8ce,"AE tim apaan ,RRQ punya Lemong Jago Kagura :speaking_head:"
2025-11-02 15:15:15,@RafaFajri-z2w,jam berapa mulai nya
2025-11-02 15:15:16,@EpickDinara,AE JUARANYA
2025-11-02 15:15:17,@ayayna123,ini waktunya onic bukan kita :saluting_face:
2025-11-02 15:15:19,@KavTzyy,onic
2025-11-02 15:15:19,@Mablus_Mablus,harus dong AE juara
2025-11-02 15:15:19,@azraizadzahari6175,gasken
2025-11-02 15:15:20,@dickyvengeance3140,alther ego go go
2025-11-02 15:15:21,@BayuSaputra-dj4ho,:card-red-penalty:
2025-11-02 15:15:22,@Dandan-97w,domino
2025-11-02 15:15:23,@hafiznurarief9620, Draf ny bagus hero pool ny byk
2025-11-02 15:15:24,@EpickDinara,AE JUARANYA
2025-11-02 15:15:25,@mawwiii19,BISMILLAH ONIC JUARA :trophy:
2025-11-02 15:15:27,@alteregobadutmpl16,gak ada sejarahnya badut juara mpl
2025-11-02 15:15:27,@mikhaoktavianus6069,mulai jam beraepa
2025-11-02 15:15:27,@HusniMubarok-c3k,siapa yang dukung onic komentar di bawah ya gess
2025-11-02 15:15:28,@Davidzsy,ALTER EGO GO GO GO!!!!!!
2025-11-02 15:15:28,@getukfams2726,goceng onic nichh
2025-11-02 15:15:30,@Kyyvic,Onic”
2025-11-02 15:15:30,@EtoTheGMfI,RRQ juara M7
2025-11-02 15:15:30,@prabuhardiansah2460,mulai jam berapa
2025-11-02 15:15:30,@ErpinZakaria,onic vc ae gua onic sejuta ke wa
2025-11-02 15:15:30,@hafiznurarief9620,AE 
2025-11-02 15:15:32,@mplindonesia28,rrq
2025-11-02 15:15:33,@EpickDinara,AE JUARANYA
2025-11-02 15:15:33,@Vanszjungler,:popcorn-yellow-striped-smile:
2025-11-02 15:15:34,@PodsAuthenticJoglo,3jt ae lanjut dm aja ROQS
2025-11-02 15:15:35,@nancymoon940,Gue AE 2.5 juta ini serius
2025-11-02 15:15:36,@hafiznurarief9620,AR JUARA
2025-11-02 15:15:36,@heriyadi9605,rrq juaranya
2025-11-02 15:15:37,@afdhalllive47,gas 5 jt up
2025-11-02 15:15:39,@rhofianto8273,BISMILLAH AEE
2025-11-02 15:15:40,@KevinJo-ox8ce,"Onic Team apaan ,RRQ punya Lemong Jago KAGURA :speaking_head:"
2025-11-02 15:15:40,@dominikusdomi543,onic ini juaranya liat aja
2025-11-02 15:15:40,@EpickDinara,AE JUARANYA
2025-11-02 15:15:41,@amrangamrang5055,hah rrq yakin
2025-11-02 15:15:41,@FAZ.CONCEPT_,7
2025-11-02 15:15:42,@hafiznurarief9620,AE JUARA
2025-11-02 15:15:42,@BaiqSukmawati-fd1gy,KINGDOM NYAMAR JADI FANS AE
2025-11-02 15:15:42,@edisun_id,hidup JOKOWI
2025-11-02 15:15:42,@AzuriteXD1080p,gass onicc
2025-11-02 15:15:42,@graceee_aja,ALTERR EGOOOO
2025-11-02 15:15:42,@afrisalnasution9840,7
2025-11-02 15:15:43,@ReyziRendrakilla,apapun hasilnya onic juaranya
2025-11-02 15:15:45,@ryuuuiii,let's go onic
2025-11-02 15:15:45,@berryhefian7306,gooogoo AE
2025-11-02 15:15:45,@ferlydinan11,KAMI BUTUH VOTE
2025-11-02 15:15:45,@FAZ.CONCEPT_,7
2025-11-02 15:15:45,@lu_diem,AE LAH
2025-11-02 15:15:45,@EpickDinara,AE JUARANYA
2025-11-02 15:15:45,@alteregobadutmpl16,AE selama ada Nino sampai kiamat gak bakalan juara
2025-11-02 15:15:46,@ZEHAHAHA-e8v,"dukung onic tp klo ae juarapun gk pp ikhlas klo guamah,"
2025-11-02 15:15:46,@muhammadarya5037,RRQ JELEK
2025-11-02 15:15:46,@yt_ramxz,"FANS FOMO, KARBIT, OKNUM2 PUN JUGA PADA KUMPUL DISINI AHAHAH:face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:"
2025-11-02 15:15:48,@MSafrudin-g7s,drama iklan
2025-11-02 15:15:48,@AliUsman-f3p3k,rrq tim apaan
2025-11-02 15:15:48,@Supersuzy14,viva rrq
2025-11-02 15:15:48,@teamsogokucuriyk6752,abden kang
2025-11-02 15:15:49,@Mlbbshortse,jm brp mainnya ni
2025-11-02 15:15:49,@ferlydinan11,KAMI BUTUH VOTE
2025-11-02 15:15:49,@dickyvengeance3140,alther ego go go
2025-11-02 15:15:50,@Devinaoktaviani-z6f,onic go go
2025-11-02 15:15:50,@ayayna123,ini waktunya onic bukan kita :saluting_face:
2025-11-02 15:15:51,@fyer4289,bismillah AE JUARA 1
2025-11-02 15:15:51,@DAFILAGA,4-0pasti score nya
2025-11-02 15:15:51,@EpickDinara,AE JUARANYA
2025-11-02 15:15:52,@muhammadarya5037,RRRQ MISKIN
2025-11-02 15:15:53,@pemain8778,100jt Onic
2025-11-02 15:15:53,@senowahyu-h5q,10 juta AE MENANG
2025-11-02 15:15:54,@Rexxy690,BISMILLAH AE JUARANYA
2025-11-02 15:15:54,@dominikusdomi543,ku jual mobil gue kalo kalah onic
2025-11-02 15:15:55,@MugiPanjiWardhana,onic
2025-11-02 15:15:55,@t_rexx7915,mulainya jam 17.00 tunggu aja
2025-11-02 15:15:55,@SebubukNigeng,gooo onic
2025-11-02 15:15:56,@Garxyne,:winking_face_with_tongue:
2025-11-02 15:15:56,@ferlydinan11,KAMI BUTUH VOTE
2025-11-02 15:15:56,@kitaajachannel,RRQ 7
2025-11-02 15:15:57,@ayayna123,:face_exhaling:
2025-11-02 15:15:58,@muhammadarya5037,RRQ BIADAP
2025-11-02 15:15:58,@Duniaserangga_,"AE JUARA BIAR MPL IDA GAK JADI LIGA TANI, BOSEN ONIC MULU"
2025-11-02 15:15:59,@RizZ95663,Onic
2025-11-02 15:16:00,@Langgajakim,7
2025-11-02 15:16:01,@EpickDinara,AE JUARANYA
2025-11-02 15:16:02,@FAZ.CONCEPT_,7
2025-11-02 15:16:02,@Supersuzy14,letssgooo rrq juara
2025-11-02 15:16:03,@DiKi25Suryana,onic pasti juara lah
2025-11-02 15:16:03,@ayayna123,bosannyaaa :head_shaking_horizontally:
2025-11-02 15:16:04,@Devinaoktaviani-z6f,bismillah onic menang
2025-11-02 15:16:04,@AchmadMurtado-m5d9n,prediksi guaa juaranya salah satuu nihhh :handshake:
2025-11-02 15:16:04,@PumViin001,bismillah ae
2025-11-02 15:16:04,@Davidzsy,EVOS KAPAN MAIN?
2025-11-02 15:16:04,@Garxyne,7
2025-11-02 15:16:06,@kitaajachannel,7
2025-11-02 15:16:06,@MugiPanjiWardhana,ONIC
2025-11-02 15:16:07,@EpickDinara,AE JUARANYA
2025-11-02 15:16:07,@muhammadarya5037,RRQ BADUT
2025-11-02 15:16:09,@herisugandi535,LEMON THE GOAT MLBB
2025-11-02 15:16:09,@Rexxy690,AE JUARAAAAA
2025-11-02 15:16:09,@ayegemuk8335,hidup joki
2025-11-02 15:16:10,@JoeyJordisonAkbar,AE kyknya sieh
2025-11-02 15:16:10,@hasnaumarj5757,yg dukung RRQ gak ush nonton nanti mewek
2025-11-02 15:16:10,@AliUsman-f3p3k,onic
2025-11-02 15:16:11,@bocil-l3t,gooooo
2025-11-02 15:16:11,@snippet47,7
2025-11-02 15:16:11,@PaiRfi,onic
2025-11-02 15:16:12,@dianiagustiani0108,7
2025-11-02 15:16:13,@snippet47,7
2025-11-02 15:16:13,@diyaslj3001,onik sama rrq bubar aja AE ini yang juara
2025-11-02 15:16:15,@snippet47,7
2025-11-02 15:16:15,@sengaleage5908,ganti music nya bosen
2025-11-02 15:16:16,@smailpolis,GUA DUKUNG ONIC TAPI SETIDAKNYA AE BISA KASIH PERLAWANAN
2025-11-02 15:16:16,@rafidsaragihh,mulai nya jam berapaa iniii??
2025-11-02 15:16:17,@snippet47,7
2025-11-02 15:16:17,@lizafauziah7468,king ae pliss
2025-11-02 15:16:17,@dickyherbowo,lah ad si Cendy skip dulu daah
2025-11-02 15:16:17,@roybenget-pv7is,AE
2025-11-02 15:16:17,@Danangwijaya020,AE 10jt sini
2025-11-02 15:16:17,@myppsurur2068,2jt onic
2025-11-02 15:16:18,@EpickDinara,AE JUARANYA
2025-11-02 15:16:18,@afdhalllive47,top global rrq go
2025-11-02 15:16:18,@alizanawi7294,bismillah onic
2025-11-02 15:16:18,@azzam3057,onic main j brp?
2025-11-02 15:16:18,@Chmbys,AE 2RIBU
2025-11-02 15:16:18,@yefa_halimawan,"apaan si di sini gaada yg fomo""an fun aja"
2025-11-02 15:16:19,@muazjabal7474,ae
2025-11-02 15:16:19,@snippet47,7
2025-11-02 15:16:19,@halleluyahchannel4252,rrq kapan main?
2025-11-02 15:16:19,@muhammadarya5037,RRQ BADUTTTTTYYY:face-blue-smiling:
2025-11-02 15:16:20,@heszypurwanto4929,admin memmejkk
2025-11-02 15:16:21,@rezabychannel8465,AE juaraaaa
2025-11-02 15:16:21,@Santosorizki-n5k1z,Onic fiks
2025-11-02 15:16:21,@dedifebriharianto1852,taruhan game 1
2025-11-02 15:16:22,@KevinJo-ox8ce,RRQ main jam berapa ?
2025-11-02 15:16:22,@dimasprasetyo3354,GOAAAAAAA
2025-11-02 15:16:22,@datditdut_2,ONICC
2025-11-02 15:16:23,@RidhoSimanjuntak-r2b,AE MENGUKIR SEJARAH
2025-11-02 15:16:23,@Vee_Onez,onic
2025-11-02 15:16:24,@fauzi_dong0,KINGDOM NYAMAR JADI ALTERCAMP
2025-11-02 15:16:24,@Buzz7-l6d,TLPH DIBAGI TELOR AMA RRQ .TLPH MAH TEAM EZ.ONIC MAH TIM APAAN.SEMUA YG BENCI RRQ ITU CUMAN IRI AMA RRQ
2025-11-02 15:16:25,@EpickDinara,AE JUARANYA
2025-11-02 15:16:26,@ayegemuk8335,hidup joki ajing biji hilang satu
2025-11-02 15:16:26,@Sugeng.channel1445,AE punya doa jalur langit
2025-11-02 15:16:26,@ayayna123,00.00
2025-11-02 15:16:26,@yayannurendra,RRQ RAJA DARI SEGALA RAJA
2025-11-02 15:16:28,@najmaatssaqib6044,Onicc
2025-11-02 15:16:28,@kim_gaming472,:winking_face_with_tongue::backhand_index_pointing_up:
2025-11-02 15:16:29,@Vee_Onez,onic
2025-11-02 15:16:29,@PaiRfi,onic
2025-11-02 15:16:29,@ZakiHamdani-x2d,rrq juara nontonin play op 
2025-11-02 15:16:30,@snippet47,RRQ KAPAN MAINNYA?
2025-11-02 15:16:30,@FFA-DRAGON,jangan taruhan nanti tim yg kalian dukung kalah gamau bayar :face_with_tears_of_joy:
2025-11-02 15:16:30,@MohdAdam-h7s,lah
2025-11-02 15:16:30,@nancymoon940,Gue AE 2.5 juta ini serius
2025-11-02 15:16:30,@Chmbys,AE 5ribu
2025-11-02 15:16:30,@CemsutOkem,pasti bocil kingdom lagi nonton juga
2025-11-02 15:16:30,@EpickDinara,AE JUARANYA
2025-11-02 15:16:31,@dianiagustiani0108,Onic juara
2025-11-02 15:16:31,@yayannurendra,RRQ RAJA DARI SEGALA RAJA
2025-11-02 15:16:32,@ZhohoriMemet-v7n,ayok onic kalian pasti menang LG :flexed_biceps:
2025-11-02 15:16:32,@MuhammadRifan-q6f,onic
2025-11-02 15:16:32,@Lannsukamieayam,7
2025-11-02 15:16:33,@BangJoiss,KING AE
2025-11-02 15:16:33,@herisugandi535,LEMON THE REAL GOAT :lemon::lemon::lemon:
2025-11-02 15:16:34,@dedifebriharianto1852,onik 1jt
2025-11-02 15:16:34,@AkuMwKue,gas AE
2025-11-02 15:16:34,@PuutJebredead,lama banget
2025-11-02 15:16:36,@AdammSimanjuntak,yuuuu ae
2025-11-02 15:16:36,@abdulhakim1561,Ucup jarko
2025-11-02 15:16:36,@dimasprasetyo3354,*GOOOAAAAAA*
2025-11-02 15:16:37,@yayannurendra,RRQ RAJA DARI SEGALA RAJA
2025-11-02 15:16:37,@EpickDinara,AE JUARANYA
2025-11-02 15:16:37,@ucupmarucup-767,1jt ONIC
2025-11-02 15:16:37,@najmaatssaqib6044,Ae jago bgt
2025-11-02 15:16:37,@anz226,Rrq kapan main min
2025-11-02 15:16:37,@rifankhaerul3597,Ngaret
2025-11-02 15:16:38,@rafidsaragihh,onic
2025-11-02 15:16:38,@herisugandi535,LEMON THE REAL GOAT :lemon::lemon::lemon:
2025-11-02 15:16:38,@btnpls,W
2025-11-02 15:16:39,@bintanghariri,ONIC
2025-11-02 15:16:39,@febryputra1860,AE JUARA
2025-11-02 15:16:40,@MohdAdam-h7s,iklan trus
2025-11-02 15:16:40,@asekumar30,goooook AE
2025-11-02 15:16:40,@ayayna123,iklannya masyaallah tabarakallah
2025-11-02 15:16:41,@Devinaoktaviani-z6f,gooo onic
2025-11-02 15:16:41,@yayannurendra,RRQ RAJA DARI SEGALA RAJA
2025-11-02 15:16:42,@EpickDinara,AE JUARANYA
2025-11-02 15:16:42,@Buzz7-l6d,TLPH DIBAGI TELOR AMA RRQ .TLPH MAH TEAM EZ.ONIC MAH TIM APAAN.SEMUA YG BENCI RRQ ITU CUMAN IRI AMA RRQ
2025-11-02 15:16:42,@MuhammadRifan-q6f,onic
2025-11-02 15:16:44,@delaerika2017,#cuma evos
2025-11-02 15:16:44,@RockandRoll-1993,"entah kenapa gua masih yakin ONIC juara, 4:2 tapi ya semangat aja, apapun hasilnya kalian sudah lakukan yang terbaik..."
2025-11-02 15:16:44,@KavTzyy,ONIC
2025-11-02 15:16:44,@herisugandi535,LEMON THE REAL GOAT :lemon::lemon::lemon:
2025-11-02 15:16:45,@Nurmanrasyid-fk9gj,mn nih
2025-11-02 15:16:45,@edw3358,jgn lupa untuk Respek banned
2025-11-02 15:16:46,@Arrasy-iy8pt,ONIC
2025-11-02 15:16:46,@yayannurendra,RRQ RAJA DARI SEGALA RAJA
2025-11-02 15:16:47,@PanggilAjaNius,MANA SUARANYA SONIC ANGKAT PIALAAA???
2025-11-02 15:16:47,@bintanghariri,ONIC
2025-11-02 15:16:48,@saipensi9155,nino
2025-11-02 15:16:48,@toXdwipa,kesuweeen
2025-11-02 15:16:48,@Rezins45,aku lah sang kingdon
2025-11-02 15:16:49,@DafBiru,"RRQ aja ga lolos,gimana mau main:cat_with_tears_of_joy::face_holding_back_tears::cat_with_tears_of_joy:"
2025-11-02 15:16:50,@EpickDinara,AE JUARANYA
2025-11-02 15:16:50,@opluffy5500,yamet kudasai
2025-11-02 15:16:50,@rielsekuy3090,lama
2025-11-02 15:16:51,@Akhmadsatori-e1j,onic sans landak kuning:flexed_biceps:
2025-11-02 15:16:51,@ManShirashiii,onic pliss
